accession	lab annotation	curated location	mapmapbin1 	mapmanname1	mapmapbin2	mapmanname2
GRMZM2G011031_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G011173_P01   	 dcp1-like decapping family protein	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G011173_P02   	 dcp1-like decapping family protein	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G011173_P03   	 dcp1-like decapping family protein	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G011173_P04   	 dcp1-like decapping family protein	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G011173_P05   	 dcp1-like decapping family protein	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G011355_P01   	ADP-ribosylation factor 	NULL	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G011355_P02   	ADP-ribosylation factor 1	NULL	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G011383_P01   	 regulatory protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G011513_P01   	 elicitor-responsive protein 3	NULL	35.1.19	not assigned.no ontology.C2 domain-containing protein	NULL	NULL
GRMZM2G011520_P01   	rhodanese-like domain-containing protein (cdc25)	NULL	26.23	misc.rhodanese	NULL	NULL
GRMZM2G011520_P02   	rhodanese-like domain-containing protein (cdc25)	NULL	26.23	misc.rhodanese	NULL	NULL
GRMZM2G011592_P01   	vacuolar Na+-Ca2+ exchanger 	NULL	34.21	transport.calcium	NULL	NULL
GRMZM2G011592_P02   	vacuolar Na+-Ca2+ exchanger 	NULL	34.12	transport.metal	NULL	NULL
GRMZM2G011592_P03   	vacuolar Na+-Ca2+ exchanger 	NULL	34.12	transport.metal	NULL	NULL
GRMZM2G011592_P04   	vacuolar Na+-Ca2+ exchanger 	NULL	34.12	transport.metal	NULL	NULL
GRMZM2G011592_P05   	vacuolar Na+-Ca2+ exchanger 	NULL	34.12	transport.metal	NULL	NULL
GRMZM2G011592_P06   	vacuolar Na+-Ca2+ exchanger 	NULL	34.12	transport.metal	NULL	NULL
GRMZM2G011784_P01   	 serine carboxypeptidase 1 	NULL	29.5	protein.degradation	NULL	NULL
GRMZM2G011888_P01   	sugar isomerase (SIS) domain-containing protein / CBS domain-containing protein 	NULL	3.5	minor CHO metabolism.others	NULL	NULL
GRMZM2G011915_P01   	 phytoene synthase	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G012062_P01   	xylem serine proteinase 1 	NULL	29.5.1	protein.degradation.subtilases	NULL	NULL
GRMZM2G012123_P01   	SAM domain family protein, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G012123_P02   	SAM domain family protein, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G012123_P03   	SAM domain family protein, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G012143_P01   	sugar isomerase (SIS) domain-containing protein / CBS domain-containing protein 	NULL	3.5	minor CHO metabolism.others	NULL	NULL
GRMZM2G012160_P01   	cystatin-1 	NULL	29.5.3	protein.degradation.cysteine protease	NULL	NULL
GRMZM2G012178_P01   	expressed protein	NULL	35.1.3	not assigned.no ontology.armadillo/beta-catenin repeat family protein	NULL	NULL
GRMZM2G012224_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G012224_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G012319_P01   	SH3 domain containing protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G012319_P02   	 SH3 domain containing protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G012416_P01   	 eukaryotic initiation factor 5C CG2922-PF, isoform F	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G012416_P02   	 eukaryotic initiation factor 5C CG2922-PF, isoform F	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G012416_P03   	 eukaryotic initiation factor 5C CG2922-PF, isoform F	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G012416_P04   	 eukaryotic initiation factor 5C CG2922-PF, isoform F	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G012416_P05   	 eukaryotic initiation factor 5C CG2922-PF, isoform F	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G012434_P01   	peptide transporter PTR2/nitrate?	NULL	34.3	transport.amino acids	NULL	NULL
GRMZM2G012434_P02   	peptide transporter PTR2/nitrate?	NULL	34.3	transport.amino acids	NULL	NULL
GRMZM2G012434_P03   	peptide transporter PTR2/nitrate?	NULL	34.3	transport.amino acids	NULL	NULL
GRMZM2G012501_P01   	coatomer subunit gamma-2	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G012501_P02   	coatomer subunit gamma-2	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G012501_P03   	coatomer subunit gamma-2	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G012566_P01   	no Arabidopsis or rice homologue	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G012566_P02   	no Arabidopsis or rice homologue	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G012628_P01   	RNA Binding Protein 45	NULL	27.3.99	RNA.regulation of transcription.unclassified	NULL	NULL
GRMZM2G012631_P01   	HSP90.2 heat shock protein 	not plastid	20.2.1	stress.abiotic.heat	NULL	NULL
GRMZM2G012648_P01   	 tubulin beta-6 chain	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G012690_P01   	PUG domain fused to an UBA domain	NULL	29.5.11	protein.degradation.ubiquitin	NULL	NULL
GRMZM2G012814_P01   	 rho GDP-dissociation inhibitor 1	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G012814_P02   	 rho GDP-dissociation inhibitor 1	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G013002_P01   	 beta-expansin 1a 	NULL	10.7	cell wall.modification	NULL	NULL
GRMZM2G013002_P02   	 beta-expansin 1a 	NULL	10.7	cell wall.modification	NULL	NULL
GRMZM2G013002_P03   	 beta-expansin 1a 	NULL	10.7	cell wall.modification	NULL	NULL
GRMZM2G013065_P01   	RRM RNA binding protein	NULL	27	RNA	NULL	NULL
GRMZM2G013082_P01   	cytochrome P450 86A2	NULL	26.1	misc.cytochrome P450	NULL	NULL
GRMZM2G013176_P01   	 cytoskeletal protein	NULL	26.33*	misc.tetratricopeptide repeat (TPR) unknown function	NULL	NULL
GRMZM2G013176_P02   	 cytoskeletal protein	NULL	26.33*	misc.tetratricopeptide repeat (TPR) unknown function	NULL	NULL
GRMZM2G013214_P01   	betaine-aldehyde dehydrogenase	NULL	16.4.2.1	secondary metabolism.N misc.betaine.betaine-aldehyde dehydrogenase	NULL	NULL
GRMZM2G013214_P02   	 betaine-aldehyde dehydrogenase	NULL	16.4.2.1	secondary metabolism.N misc.betaine.betaine-aldehyde dehydrogenase	NULL	NULL
GRMZM2G013318_P01   	nucleolar GTP-binding protein 1	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G013324_P01   	glycerophosphoryl diester phosphodiesterase family protein	plasma membrane	11.9.3.3	lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase	NULL	NULL
GRMZM2G013324_P02   	 glycerophosphoryl diester phosphodiesterase family protein	plasma membrane	11.9.3.3	lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase	NULL	NULL
GRMZM2G013461_P01   	multidomain cystatin	NULL	29.5.3	protein.degradation.cysteine protease	NULL	NULL
GRMZM2G013461_P02   	multidomain cystatin	NULL	29.5.3	protein.degradation.cysteine protease	NULL	NULL
GRMZM2G013461_P03   	multidomain cystatin	NULL	29.5.3	protein.degradation.cysteine protease	NULL	NULL
GRMZM2G013471_P01   	Executer 2	NULL	30.15*	signalling - ROS	NULL	NULL
GRMZM2G013471_P02   	Executer 2	NULL	30.15*	signalling - ROS	NULL	NULL
GRMZM2G013471_P03   	Executer 2	NULL	30.15*	signalling - ROS	NULL	NULL
GRMZM2G013471_P04   	Executer 2	NULL	30.15*	signalling - ROS	NULL	NULL
GRMZM2G013471_P05   	Executer 2	NULL	30.15*	signalling - ROS	NULL	NULL
GRMZM2G013563_P01   	expressed protein	NULL	33.99	development.unspecified	NULL	NULL
GRMZM2G013619_P01   	 polyadenylate-binding protein 2	NULL	27.1	RNA.processing	NULL	NULL
GRMZM2G013650_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G013650_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G013750_P01   	26S proteasome non-ATPase regulatory subunit 12	NULL	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G013750_P02   	26S proteasome regulatory subunit (RPN5), p55 protein-like 	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G013750_P03   	26S proteasome regulatory subunit (RPN5), p55 protein-like 	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G013750_P04   	26S proteasome regulatory subunit (RPN5), p55 protein-like 	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G013783_P01   	acetyl-CoA synthetase 	peroxisome	11.9.4	lipid metabolism.lipid degradation.beta-oxidation	6	gluconeogenese/ glyoxylate cycle
GRMZM2G013783_P02   	acetyl-CoA synthetase 	peroxisome	11.9.4	lipid metabolism.lipid degradation.beta-oxidation	6	gluconeogenese/ glyoxylate cycle
GRMZM2G013890_P01   	ABC transporter  - GCN20	NULL	34.16	transport.ABC transporters and multidrug resistance systems	NULL	NULL
GRMZM2G013908_P01   	TBP-associated 59 kDa subunit protein, putative, expressed	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G013908_P02   	TBP-associated 59 kDa subunit protein, putative, expressed	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G013908_P03   	TBP-associated 59 kDa subunit protein, putative, expressed	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G014091_P01   	small nuclear ribonucleoprotein E	NULL	27.1	RNA.processing	NULL	NULL
GRMZM2G014116_P01   	26S proteasome regulatory subunit (RPN5), p55 protein-like 	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G014116_P02   	26S proteasome regulatory subunit (RPN5), p55 protein-like 	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G014116_P03   	26S proteasome regulatory subunit (RPN5), p55 protein-like 	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G014119_P01   	RUB1 (RELATED TO UBIQUITIN 1) 	NULL	29.5.11	protein.degradation.ubiquitin	NULL	NULL
GRMZM2G014136_P01   	acyl-coenzyme A oxidase 	NULL	11.9.4.2	lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH	6	gluconeogenese/ glyoxylate cycle
GRMZM2G014170_P01   	protein kinase AKINbetagamma-2	NULL	29.4.1	protein.postranslational modification.kinase	NULL	NULL
GRMZM2G014170_P02   	 protein kinase AKINbetagamma-2	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G014240_P01   	inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G014240_P02   	inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G014276_P01   	U3 small nucleolar RNA-associated protein 13, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G014276_P02   	U3 small nucleolar RNA-associated protein 13, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G014313_P01   	protein pob	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G014382_P01   	NADH ubiquinone oxidoreductase B14 subunit	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G014382_P02   	NADH ubiquinone oxidoreductase B14 subunit	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G014400_P01   	RRM RNA binding protein	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G014400_P02   	RRM RNA binding protein	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G014444_P01   	60S ribosomal protein L11-1	cytosol	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G014444_P02   	60S ribosomal protein L11-1	not plastid	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G014444_P03   	60S ribosomal protein L11-1	not plastid	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G014444_P04   	60S ribosomal protein L11-1	not plastid	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G014508_P01   	decaprenyl-diphosphate synthase subunit 1 (Coenzyme Q10)	NULL	17.1	secondary metabolism.isoprenoids	NULL	NULL
GRMZM2G014580_P01   	 cytochrome P450 71A1	NULL	26.1	misc.cytochrome P450	NULL	NULL
GRMZM2G014676_P01   	 prefoldin subunit 5	NULL	27.3.99	RNA.regulation of transcription.unclassified	NULL	NULL
GRMZM2G014676_P02   	 prefoldin subunit 5	NULL	27.3.99	RNA.regulation of transcription.unclassified	NULL	NULL
GRMZM2G014750_P01   	 RNA-binding protein	NULL	27.3.99	RNA.regulation of transcription.unclassified	NULL	NULL
GRMZM2G014750_P02   	 RNA-binding protein	NULL	27.3.99	RNA.regulation of transcription.unclassified	NULL	NULL
GRMZM2G014788_P01   	nodal modulator 1 	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G014789_P01   	24-methylenesterol C-methyltransferase 2	NULL	17.3.1.2.2	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT	NULL	NULL
GRMZM2G014805_P01   	ubiquitin carboxyl-terminal hydrolase 21	NULL	29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease	NULL	NULL
GRMZM2G014813_P01   	3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor, 	mitochondria	13.2.4.3	amino acid metabolism.degradation.branched-chain group.valine	NULL	NULL
GRMZM2G014813_P02   	3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor, 	mitochondria	13.2.4.3	amino acid metabolism.degradation.branched-chain group.valine	NULL	NULL
GRMZM2G014813_P03   	3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor, 	mitochondria	13.2.4.3	amino acid metabolism.degradation.branched-chain group.valine	NULL	NULL
GRMZM2G014813_P04   	3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor, 	mitochondria	13.2.4.3	amino acid metabolism.degradation.branched-chain group.valine	NULL	NULL
GRMZM2G014813_P05   	3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor, 	mitochondria	13.2.4.3	amino acid metabolism.degradation.branched-chain group.valine	NULL	NULL
GRMZM2G014813_P06   	3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor, 	mitochondria	13.2.4.3	amino acid metabolism.degradation.branched-chain group.valine	NULL	NULL
GRMZM2G014844_P01   	beta glucosidase 13 	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G014844_P02   	beta glucosidase 13 	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G014872_P01   	 SEC1-family transport protein SLY1	NULL	29.3.4.4	protein.targeting.secretory pathway.plasma membrane	NULL	NULL
GRMZM2G014872_P02   	 SEC1-family transport protein SLY1	NULL	29.3.4.4	protein.targeting.secretory pathway.plasma membrane	NULL	NULL
GRMZM2G014914_P01   	aquaporin 2.1 or 2A (PIP2.1/2A)	plasma membrane	34.19.1	transport.Major Intrinsic Proteins.PIP	NULL	NULL
GRMZM2G014914_P02   	aquaporin 2.1 or 2A (PIP2.1/2A)	plasma membrane	34.19.1	transport.Major Intrinsic Proteins.PIP	NULL	NULL
GRMZM2G014914_P03   	aquaporin 2.1 or 2A (PIP2.1/2A)	plasma membrane	34.19.1	transport.Major Intrinsic Proteins.PIP	NULL	NULL
GRMZM2G014975_P01   	autophagy-related protein 8 	NULL	29.5.2	protein.degradation.autophagy	NULL	NULL
GRMZM2G014975_P02   	 autophagy-related protein 8 	NULL	29.5.2	protein.degradation.autophagy	NULL	NULL
GRMZM2G015011_P01   	type II DNA topoisomerase VI subunit B, putative, expressed	NULL	17.3.3	hormone metabolism.brassinosteroid.induced-regulated-responsive-activated	NULL	NULL
GRMZM2G015049_P01   	expressed protein (Auxin-responsive SAUR family)	NULL	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	NULL	NULL
GRMZM2G015100_P01   	ATNAF1/NAF1 	NULL	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G015132_P01   	dihydrolipoyllysine-residue acetyltransferase component of pyruvatedehydrogenase complex	mitochondria	8.1.1.2	TCA / org. transformation.TCA.pyruvate DH.E2	NULL	NULL
GRMZM2G015159_P01   	ras-related protein RHN1	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G015159_P02   	ras-related protein RHN1	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G015159_P03   	ras-related protein RHN1	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G015159_P04   	very short model - truncated - no Arabidopsis or rice homologue	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G015287_P01   	ubiquitin-conjugating enzyme E2 N	not plastid	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G015287_P02   	ubiquitin-conjugating enzyme E2 N	not plastid	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G015287_P03   	ubiquitin-conjugating enzyme E2 N	not plastid	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G015295_P01   	S-adenosyl-L-homocysteine hydrolase (HOG11); 	not plastid	13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine	NULL	NULL
GRMZM2G015295_P02   	S-adenosyl-L-homocysteine hydrolase (HOG11); 	NULL	13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine	NULL	NULL
GRMZM2G015295_P03   	S-adenosyl-L-homocysteine hydrolase (HOG11); 	NULL	13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine	NULL	NULL
GRMZM2G015361_P01   	ADP-ribosylation factor 	not plastid	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015361_P02   	ADP-ribosylation factor 	not plastid	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015361_P03   	ADP-ribosylation factor 	not plastid	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015361_P04   	ADP-ribosylation factor 	not plastid	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015361_P05   	ADP-ribosylation factor 	not plastid	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015361_P06   	ADP-ribosylation factor 	not plastid	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015361_P07   	ADP-ribosylation factor 	not plastid	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015384_P01   	actin-like protein 6A	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G015384_P02   	actin-like protein 6A, putative, expressed	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G015384_P03   	actin-like protein 6A, putative, expressed	NULL	31.1	cell.organisation	NULL	NULL
GRMZM2G015401_P01   	phosphate transporter (PHT3-1 or PIC1)	mitochondria	34.9	transport.metabolite transporters at the mitochondrial membrane	NULL	NULL
GRMZM2G015418_P01   	soluble inorganic pyrophosphatase	NULL	23.4.99	nucleotide metabolism.phosphotransfer and pyrophosphatases.misc	NULL	NULL
GRMZM2G015432_P01   	60S ribosomal protein L11 (RPL11D) 	cytosol	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G015432_P02   	60S ribosomal protein L11 (RPL11D) 	cytosol	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G015432_P03   	60S ribosomal protein L11 (RPL11D) 	cytosol	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G015432_P04   	60S ribosomal protein L11 (RPL11D) 	cytosol	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G015432_P05   	60S ribosomal protein L11 (RPL11D) 	cytosol	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G015432_P06   	60S ribosomal protein L11 (RPL11D) 	cytosol	29.2.1.2.2.11	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11	NULL	NULL
GRMZM2G015436_P02   	 indole-3-glycerol phosphate lyase, chloroplast 	NULL	13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase	NULL	NULL
GRMZM2G015436_P03   	 indole-3-glycerol phosphate lyase, chloroplast 	NULL	13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase	NULL	NULL
GRMZM2G015436_P04   	 indole-3-glycerol phosphate lyase, chloroplast 	NULL	13.1.6.5.5	amino acid metabolism.synthesis.aromatic aa.tryptophan.tryptophan synthase	NULL	NULL
GRMZM2G015588_P01   	 dihydroneopterin aldolase	NULL	25.9	C1-metabolism.dihydroneopterin aldolase	NULL	NULL
GRMZM2G015642_P01   	 signal recognition particle receptor beta subunit	NULL	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015642_P02   	 signal recognition particle receptor beta subunit	NULL	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G015709_P01   	anthocyanidin 3-O-glucosyltransferase	NULL	16.8.1	secondary metabolism.flavonoids.anthocyanins	NULL	NULL
GRMZM2G015784_P01   	peptidyl-prolyl isomerase FKBP12	NULL	29.6	protein.folding	NULL	NULL
GRMZM2G015784_P02   	 peptidyl-prolyl isomerase FKBP12	NULL	29.6	protein.folding	NULL	NULL
